postnr,by,kortnavn,væsensnavn,adresse,latitude,bibliotekstype,id,longitude,navn
2300,København S,"INSS, Lingvistisk Samling",Biblioteket ved Institut for Nordiske Studier & Sprogvidenskab,Njalsgade 120,,Forskningsbibliotek,840550,,Lingvistisk samling. Institut for Nordiske Studier og & Sprogvidenskab
2100,København Ø,Matematisk Bibliotek KU,Institut for Matematiske Fags bibliotek,Universitetsparken 5,,Forskningsbibliotek,840560,,Institut for Matematiske Fags bibliotek
2100,København Ø,,"Niels Bohr Institutet, Biblioteket",Blegdamsvej 17,,Forskningsbibliotek,840600,,Niels Bohr Institutet. Biblioteket
2300,København S,"Romansk Institut, Biblioteket","Institutbiblioteket for Engelsk, Germansk og Romansk. Københavns Universitet",Njalsgade 128,,Forskningsbibliotek,840650,,"Institutbiblioteket for Engelsk, Germansk og Romansk. Københavns Universitet"
2300,København S,Institut for Kunst- og Kulturv,"Institut for Kunst- og Kulturvidenskab, Biblioteket",Njalsgade 80,,Forskningsbibliotek,840690,,"Institut for Kunst- og Kulturvidenskab, Biblioteket"
2100,København Ø,Zoologisk Museums Bibliotek,Zoologisk Museums Bibliotek,Universitetsparken 15,,Forskningsbibliotek,840700,,Zoologisk Museums Bibliotek
2300,København S,NORS-Nibliotek,Biblioteket ved Institut for Nordiske Studier & Sprogvidenskab,"Njalsgade 120, 22.5.11",,Forskningsbibliotek,840790,,Finsk samling. Institut for Nordiske Studier og Sprogvidenskab
1150,København K,Teologisk Fakultetsbibliotek,Det Teologiske Fakultetsbibliotek,Købmagergade 44-46,,Forskningsbibliotek,840810,,Det Teologiske Fakultetsbibliotek
8000,Århus C,"AU Library, Nobelparken","AU Library, Nobelparken",Jens Chr. Skous Vej 5,,Forskningsbibliotek,840930,,"AU Library, Nobelparken"
5230,Odense M,"Biologisk Institut, Biblioteke","Biologisk Institut, Biblioteket",Campusvej 55,,Forskningsbibliotek,841020,,"Biologisk Institut, Biblioteket"
8000,Århus C,,Institut for Fysiologi og Biofysik. Biblioteket,"Universitetsparken
Bygning 160",,Forskningsbibliotek,841030,,Institut for Fysiologi og Biofysik. Biblioteket
 , ,,"Retsmedicinsk Institut, Biblioteket", ,,Forskningsbibliotek,841160,,"Retsmedicinsk Institut, Biblioteket"
2800,Kgs. Lyngby,"DTU Miljø, Bibliotek","Institut for Vand & Miljøteknologi, Biblioteket","Miljøvej
Bygning 113",,Forskningsbibliotek,841180,,"Institut for Vand & Miljøteknologi, Biblioteket"
2800,Kgs. Lyngby,"DTU Compute, bibliotek",DTU Compute. Biblioteket. Danmarks Tekniske Universitet,Danmarks Tekniske Universitet,,Forskningsbibliotek,841210,,DTU Compute. Biblioteket
8000,Århus C,"AU Library, Ny Munkegade",AU Library Katrinebjerg,"Ny Munkegade 118
Bygning 1536, 2. etage",56.1664503,Forskningsbibliotek,841260,10.198699,"AU Library, Ny Munkegade"
2800,Lyngby,,"DTU. Elektro, Automation and Control","Danmarks Tekniske Universistet, 
Bygning 326, Elektrovej",,Forskningsbibliotek,841340,,"DTU, Elektro,Automation and Control. Biblioteket"
 , ,,"Center for Tyske Studier, Biblioteket", ,,Forskningsbibliotek,841370,,"Center for Tyske Studier, Biblioteket"
 , ,,"Institut for Litteratur, kultur og medier, Center for", ,,Forskningsbibliotek,841520,,"Institut for Litteratur, kultur og medier, Center for fransk og frankofone studier"
 , ,,"Institut for Kemiteknik, Biblioteket", ,,Forskningsbibliotek,841570,,"Institut for Kemiteknik, Biblioteket"
8000,Aarhus C,AU Library - Kasernen,"AU Library, Nobelparken","Langelandsgade 151
Bygning 1582",,Forskningsbibliotek,841660,,"AU Libray, Kasernen"
 , ,,"Biologisk Institut, Afdeling for Systematisk Botanik. Afdeling for Botanisk Økologi, Biblioteket", ,,Forskningsbibliotek,841690,,"Biologisk Institut, Afdeling forSystematisk Botanik, Afdeling forBotanisk Økologi, Biblioteket"
 , ,,"Ørsted DTU, Akustisk Teknologi Biblioteket", ,,Forskningsbibliotek,841870,,"Ørsted DTU, Akustisk Teknologi, Biblioteket"
8270,Højbjerg,"AU Library, Moesgård","AU Library, Nobelparken",Moesgaard Alle 20,,Forskningsbibliotek,841920,,"AU Library, Moesgård"
 , ,,"Retsmedicinsk Institut, Biblioteket", ,,Forskningsbibliotek,842040,,"Retsmedicinsk Institut, Biblioteket"
 , ,,"Institut for Matematik, Biblioteket", ,,Forskningsbibliotek,842110,,"Institut for Matematik, Biblioteket"
 , ,,"Institut for Oto-, Rhino- Laryng- ologi, Biblioteket", ,,Forskningsbibliotek,842150,,"Institut for Oto-, Rhino- Laryngologi, Biblioteket"
 , ,,"DTU Elektro, Biblioteket", ,,Forskningsbibliotek,842470,,"DTU Elektro, Biblioteket"
 , ,,"Marinbiologisk Laboratorium, Biblioteket", ,,Forskningsbibliotek,842570,,"Marinbiologisk Laboratorium, Biblioteket"
2800,Lyngby,"DTU-IPL, Biblioteket",DTU Management. Biblioteket,"Produktionstorvet
Bygning 424",,Forskningsbibliotek,842820,,DTU Management. Biblioteket
9220,Aalborg Øst,Center For Dansk Jazzhistorie,Center For Dansk Jazzhistorie. Biblioteket,"Aalborg Universitetscenter
Kroghstræde 6",,Forskningsbibliotek,842910,,"Center For Dansk Jazzhistorie, Biblioteket"
2200,København N,UCSF. Biblioteket,UCSF - Universitetshospitalernes Center for Sundhedsfaglig Forskning. Biblioteket,"Rigshospitalet, afsnit 7331
Tagensvej 20",,Forskningsbibliotek,842930,,UCSF - Universitetshospitalernes Center for Sundhedsfaglig Forskning. Biblioteket
 , ,,"Afdelingen for Medicinsk Videnskabsteori, Biblioteket", ,,Forskningsbibliotek,843000,,"Afdelingen for Medicinsk Videnskabsteori, Biblioteket"
1216,København K,Det Administrative Bibliotek,Det Kgl. Bibliotek - Det Administrative Bibliotek,Slotsholmsgade 12,55.6748711,Forskningsbibliotek,850010,12.584745,Det Kgl. Bibliotek - Det Administrative Bibliotek
2630,Taastrup,Arbejderbevægelsens Bibliotek,Arbejdermuseet & Arbejderbevægelsens Bibliotek og Arkiv,Hørsvinget 5,55.660866,Forskningsbibliotek,850020,12.303565,Arbejdermuseet & Arbejderbevægelsens Bibliotek og Arkiv
,,,Arbejdermuseet & Arbejderbevægelsens Bibliotek og Arkiv,,,Forskningsbibliotek,850021,,Arbejdermuseet/ABA (Rømersgade)
1052,København K,SFI Bibliotek,SFI - Det Nationale Forskningscenter for Velfærd. Biblioteket,Herluf Trollesgade 11,55.6789316,Forskningsbibliotek,850030,12.590436,"SFI - Det Nationale Forskningscenter for Velfærd, Bibliotek"
2100,København Ø,FBC,"Forsvarets Bibliotekscenter, Kastellet",Kastellet 46,55.6914492,Forskningsbibliotek,850040,12.5949606,"Forsvarets Bibliotekscenter, Kastellet"
2100,København Ø,Danmarks Statistiks Bibliotek,Danmarks Statistik Informationsservice og Bibliotek,Sejrøgade 11,,Forskningsbibliotek,850050,,Danmarks Statistik Informationsservice og Bibliotek
1553,København V,BiblioteksstyrelsenBibliot,Slots- og Kulturstyrelsen,H.C. Andersens Boulevard 2 ,,Forskningsbibliotek,850130,,"Slots- og Kulturstyrelsen, Biblioteket"
,,,Slots- og Kulturstyrelsen,,,Forskningsbibliotek,850131,,Biblioteksafgiften. Slots- og Kulturstyrelsen
1553,København,SLKS,Slots- og Kulturstyrelsen,H.C. Andersens Boulevard 2,,Forskningsbibliotek,850132,,Slots- og Kulturstyrelsen. Nationale biblioteksløsninger
2100,København Ø,DIIS,DIIS Biblioteket,Gl. Kalkbrænderivej 51A,,Forskningsbibliotek,850160,,DIIS Biblioteket
6700,Esbjerg,Medicinsk Bibliotek Esbjerg,"Sydvestjysk Sygehus/Esbjerg, Medicinsk Bibliotek",Finsensgade 35,55.473873,Forskningsbibliotek,850170,8.456592,"Sydvestjysk Sygehus/Esbjerg, Medicinsk Bibliotek"
2920,Charlottenlund,DTU Aqua,Danmarks Tekniske Universitet. Institut for Akvatiske Ressourcer. Biblioteket,"Jægersborg Allé 1I, Charlottenlund Slot",,Forskningsbibliotek,850200,,Danmarks Tekniske Universitet. Institut for Akvatiske Ressourcer. Biblioteket
1123,København K,DFIs Bibliotek,Det Danske Filminstituts Bibliotek,Gothersgade 55,55.683134,Forskningsbibliotek,850290,12.5785509,Det Danske Filminstituts Bibliotek
9100,Aalborg,,"Det Danske Udvandrerarkiv, Biblioteket",Arkivstræde 1,,Forskningsbibliotek,850300,,"Det danske Udvandrerarkiv, Biblioteket"
 , ,Vendsyssel Historiske MuseumHi,"Vendsyssel Historiske Museum Historisk Arkiv, Bibliotek", ,,Forskningsbibliotek,850330,,"Vendsyssel Historiske Museum Historisk Arkiv, Biblioteket"
1218,København K,,Højesterets Bibliotek,Prins Jørgens Gård 13,,Forskningsbibliotek,850480,,Højesterets Bibliotek
1260,København K,Designmuseets Bibliotek,Designmuseum Danmark. Biblioteket,Bredgade 68,,Forskningsbibliotek,850580,,Designmuseum Danmark. Biblioteket
1219,København K,KVINFO,"KVINFO. Videnscenter og forskningsbibliotek for køn, ligestilling og mangfoldighed",Chr. Brygge 3,55.768308,Forskningsbibliotek,850590,12.4922229,"KVINFO. Videnscenter og forskningsbibliotek for køn, ligestilling og mangfoldighed"
2730,Herlev,"Fagbiblioteket, Herlev Hospita","Herlev Hospital, Fagbiblioteket",Herlev Ringvej 75,,Forskningsbibliotek,850600,,"Herlev Hospital, Fagbiblioteket"
2600,Glostrup,Glostrup Hospital,"Medicinsk Bibliotek Glostrup, Rigshospitalet",Nordre Ringvej,,Forskningsbibliotek,850610,,"Glostrup Hospital, Medicinsk Bibliotek"
1307,København K,BCB,Botanisk Centralbibliotek,"Sølvgade 83, opg. S",55.6879339,Forskningsbibliotek,850650,12.578571,Botanisk Centralbibliotek
1353,København K,NIAS Bibliotek,NIAS LINC (NIAS Library and Information Centre),"Øster Farimagsgade 5. (bygning 18, 1. sal)",,Forskningsbibliotek,850660,,NIAS LINC (NIAS Library and Information Centre)
8000,Århus C,Den Gamle By,"Den Gamle By, Danmarks Købstadmuseum. Biblioteket",Viborgvej 2,,Forskningsbibliotek,850680,,"Den Gamle By,Danmarks Købstadmuseum, Biblioteket"
 , ,,Skatteankestyrelsens Bibliotek, ,,Forskningsbibliotek,850700,,Skatteankestyrelsens Bibliotek
8000,Århus C,,"Marselisborg Hospital, Afd. D, Biblioteket",Århus Amtssygehus,,Forskningsbibliotek,850740,,"Marselisborg Hospital, Afd. D,, Biblioteket"
1220,København K,Nationalmuseets Bibliotekstjen,Nationalmuseets Biblioteker,Frederiksholms Kanal 12,,Forskningsbibliotek,850860,,Nationalmuseets Biblioteker
1970,Frederiksberg C,Musikmuseet,Nationalmuseets Biblioteker,Rosenørns Allé 22 ,55.68221,Forskningsbibliotek,850863,12.552525,Musikmuseet - Musikhistorisk Museum og Carl Claudius¿ Samling
 , ,,"Ny Carlsberg Glyptotek, Biblioteket", ,,Forskningsbibliotek,850870,,"Ny Carlsberg Glyptotek, Biblioteket"
8240,Risskov,"AU Library, Psykiatri",Det Kgl. Bibliotek - Aarhus,"Skovagervej 2, Indg. 34,  1. sal tv.",56.188276,Forskningsbibliotek,850920,10.226571,"AU Library, Psykiatri"
1218,København K,Rigsarkivet,"Rigsarkivet, Biblioteket",Rigsdagsgården 9,,Forskningsbibliotek,850940,,"Rigsarkivet, Biblioteket"
2100,København Ø,"Rigshospitalet, Medicinsk Bibl","Rigshospitalet, Medicinsk Bibliotek",Blegdamsvej 9,,Forskningsbibliotek,850950,,"Rigshospitalet, Medicinsk Bibliotek"
 , ,,"Rigsrevisionen, Informations- og Dokumentationsenheden", ,,Forskningsbibliotek,850960,,"Rigsrevisionen, Informations- og Dokumentationsenheden"
4000,Roskilde,SHH. Fagbib.,Psykiatrisk Center Sct. Hans. Fagbiblioteket,Boserupvej 2,55.650558,Forskningsbibliotek,850980,12.068446,Psykiatrisk Center Sct. Hans. Fagbiblioteket
1402,København K,SKM,Skatteministeriets Bibliotek,Nicolai Eigtveds Gade 28,,Forskningsbibliotek,850990,,Skatteministeriets Bibliotek
1256,København K,"Ankestyrelsen, Biblioteket","Ankestyrelsen, Biblioteket",Amaliegade 25,,Forskningsbibliotek,851010,,"Ankestyrelsen, Biblioteket"
1307,København K,Danmarks Kunstbibl. Sølvgade,Det Kgl. Bibliotek - København,Sølvgade 48-50,,Forskningsbibliotek,851060,,"Danmarks Kunstbibliotek, Filial Sølvgade"
2860,Søborg,Studiesal Søborg,Det Kgl. Bibliotek - København,Transformervej 21B,,Forskningsbibliotek,851061,,"Danmarks Kunstbibliotek, Filial Transformervej"
2300,København S,Statens Serum InstitutBibl,"Statens Serum Institut, Biblioteket",Artillerivej 5,55.666087,Forskningsbibliotek,851090,12.587445,"Statens Serum Institut, Biblioteket"
 , ,,"Statsministeriet, Biblioteket", ,,Forskningsbibliotek,851140,,"Statsministeriet, Biblioteket"
2300,København S,Sundhedsstyrelsens bibliotek,"Sundhedsstyrelsen, Biblioteket",Islands Brygge 67,,Forskningsbibliotek,851150,,"Sundhedsstyrelsen, Biblioteket"
6200,Aabenraa,Fagbiblioteket,"Sygehus Sønderjylland, Lærings- og Forskningshuset. Fagbiblioteket",Kresten Philipsens Vej 15 F,55.0630626,Forskningsbibliotek,851170,9.3771647,"Sygehus Sønderjylland, Lærings- og Forskningshuset, Fagbiblioteket"
 , ,,Tøjhusmuseet. Biblioteket, ,,Forskningsbibliotek,851220,,Tøjhusmuseet. Biblioteket
8800,Viborg,Fagbiblioteket,Hospitalsenhed Midt. Fagbiblioteket,Heibergs Alle 2,,Forskningsbibliotek,851280,,Hospitalsenhed Midt. Fagbiblioteket
 , ,,"Aarhus Kommunehospital, Biblioteket. Medicinsk afd. M", ,,Forskningsbibliotek,851300,,"Aarhus Kommunehospital, Biblioteket, Medicinsk afd. M"
 , ,,"Naturhistorisk Museum i Aarhus, Biblioteket", ,,Forskningsbibliotek,851320,,"Naturhistorisk Museum i Århus, Biblioteket"
1401,København K,Polarbiblioteket,Københavns Universitet. Det Humanistiske Fakultet. Polarbiblioteket,Strandgade 102,55.6772229,Forskningsbibliotek,851470,12.5971624,Polarbiblioteket
7700,Thisted,,"Sygehus NORD/Thisted-Nykøbing, Fagbiblioteket",Højtoftevej 2,,Forskningsbibliotek,851490,,"Sygehus Nord, Fagbiblioteket"
,,,"Sygehus NORD/Thisted-Nykøbing, Fagbiblioteket",,,Forskningsbibliotek,851491,,"Sygehus Nord, Afdelingen i Nykøbing Mors, Fagbiblioteket"
9000,Aalborg,"Medicinsk Bibliotek, AalborgUH",Aalborg Universitetshospital. Medicinsk Bibliotek,"Forskningens Hus
Sdr. Skovvej 15",,Forskningsbibliotek,851510,,Aalborg Universitetshospital. Medicinsk Bibliotek
 , ,"Dansk Data Arkiv, Biblioteket",Rigsarkivet. Odense, ,,Forskningsbibliotek,851540,,"Rigsarkivet, Odense"
 , ,,Østre Landsrets Bibliotek, ,,Forskningsbibliotek,851640,,Østre Landsrets Bibliotek
 , ,,"Gammeldansk Ordbog, Biblioteket", ,,Forskningsbibliotek,851660,,"Gammeldansk Ordbog, Biblioteket"
 , ,,"Det danske Sprog- og Litteraturselskab, Biblioteket", ,,Forskningsbibliotek,851680,,"Det danske Sprog- og Litteraturselskab, Biblioteket"
 , ,Ordbog over det norrøne prosas,Ordbog over det norrøne prosasprog. Nordisk Forskningsinstitut, ,,Forskningsbibliotek,851690,,Ordbog over det norrøne prosasprog. Nordisk Forskningsinstitut
2100,København Ø,DIGNITY Dokumentationscenter,DIGNITY - Dansk Institut Mod Tortur. Dokumentationscenter og Bibliotek,Bryggervangen 55,,Forskningsbibliotek,851700,,DIGNITY - Dansk Institut Mod Tortur. Dokumentationscenter og Bibliotek
3000,Helsingør,M/S Museet for Søfart,M/S Museet for Søfart,Ny Kronborgvej 1,,Forskningsbibliotek,851800,,M/S Museet for Søfart
3400,Hillerød,Hillerød Hospital,Sundhedsvidenskabeligt Bibliotek. Nordsjællands Hospital,"Hillerød Hospital
Dyrehavevej 29,",,Forskningsbibliotek,851870,,Sundhedsvidenskabeligt Bibliotek. Nordsjællands Hospital
 , ,,Frihedsmuseets Bibliotek, ,,Forskningsbibliotek,851930,,Frihedsmuseets Bibliotek
3700,Rønne,Bornholms Museum,Bornholms Museum,Sct. Mortens Gade 29,,Forskningsbibliotek,852000,,Bornholms Museum
 , ,,Nordens Velfærdscenter. Biblioteket, ,,Forskningsbibliotek,852120,,Nordens Velfærdscenter. Biblioteket
7620,Lemvig,,"Kystdirektoratet, Biblioteket",Højbovej 1,,Forskningsbibliotek,852180,,"Kystdirektoratet, Biblioteket"
8600,Silkeborg,,Danmarks Tekniske Universitet. Institut for Akvatiske Ressourcer. Afdeling for Ferskvandsfiskeri. Biblioteket,Vejlsøvej 25,,Forskningsbibliotek,852190,,Danmarks Tekniske Universitet. Institut for Akvatiske Ressourcer. Afdeling for Ferskvandsfiskeri. Biblioteket
 , ,,"Dansk Landbrugsmuseum, Biblioteket", ,,Forskningsbibliotek,852220,,"Dansk Landbrugsmuseum, Biblioteket"
 , ,Center for Ligebehandling af H,"Det Centrale Handicapråd, Biblioteket", ,,Forskningsbibliotek,852260,,"Det Centrale Handicpråd, Biblioteket"
2100,København Ø,Nat. Forsk.center f. Arb.miljø,"Det Nationale Forskningscenter for Arbejdsmiljø, Biblioteket",Lersø Park Allé 105,,Forskningsbibliotek,852300,,"Det Nationale Forskningscenter for Arbejdsmiljø, Biblioteket"
3730,Nexø,Center for Regional- og Turism,Center for Regional- og Turismeforskning,Stenbrudsvej 55,,Forskningsbibliotek,852340,,"Center for Regional- og Turismeforskning, Biblioteket"
4000,Roskilde,Roskilde Sygehus,"Sjællands Universitetshospital, Roskilde","Fagbiblioteket, Sygehusvej 10",,Forskningsbibliotek,852350,,"Sjællands Universitetshospital, Roskilde"
7100,Vejle,Fagbiblioteket,Sygehus Lillebælt. Fagbiblioteket,Kabbeltoft 25,55.7147509,Forskningsbibliotek,852360,9.5382562,"Sygehus Lillebælt, Fagbiblioteket"
 , ,,"Dansk Sprognævn, Biblioteket", ,,Forskningsbibliotek,852380,,"Dansk Sprognævn, Biblioteket"
4600,Køge,Fagbiblioteket Køge Sygehus,"Sjællands Universitetshospital, Køge. Fagbiblioteket",Lykkebækvej 1,,Forskningsbibliotek,852390,,"Sjællands Universitetshospital, Køge. Fagbiblioteket"
4200,Slagelse,Psykiatrien Region Sjælland,Fagbiblioteket Psykiatrien Region Sjælland,Fælledvej 6,,Forskningsbibliotek,852430,,Fagbiblioteket Psykiatrien Region Sjælland
9800,Hjørring,SygehusVendsysselMedicinsk,"Regionshospital Nordjylland, Medicinsk Bibliotek",Bispensgade 37,,Forskningsbibliotek,852440,,"Regionshospital Nordjylland, Medicinsk Bibliotek"
 , ,,Kunstmuseet Køge Skitsesamling, ,,Forskningsbibliotek,852460,,"Kunstmuseet, Køge Skitsesamling"
6240,Løgumkloster,FUV,Folkekirkens Uddannelses-og Videnscenter,Kirkeallé 2,,Forskningsbibliotek,852470,,Folkekirkens Uddannelses-og Videnscenter
5000,Odense C,Center for frivilligt socialt<,"Center for frivilligt socialt arbejde, Biblioteket","Pantheonsgade 5, 3. sal",,Forskningsbibliotek,852490,,"Center for frivilligt socialtarbejde, Biblioteket"
4200,Slagelse,Gerlev Idrætshøjskole,Syddansk Universitetsbibliotek,Skælskør Landevej 28,55.3539363,Forskningsbibliotek,852500,11.3266799,Gerlev Idrætshøjskole
1457,København K,Folketingets OmbudsmandBib,"Folketingets Ombudsmand, Biblioteket",G. Torv 22,55.7058806,Forskningsbibliotek,852610,12.5759414,"Folketingets Ombudsmand, Biblioteket"
5000,Odense C,"Socialstyrelsen, Odense","Socialstyrelsen, Biblioteket",Edisonsvej 1,55.4050403,Forskningsbibliotek,852620,10.3914276,"Socialstyrelsen, Biblioteket"
2100,København Ø,Niels Bohr Arkivet,Niels Bohr Arkivet,Blegdamsvej 17,,Forskningsbibliotek,852650,,Niels Bohr Arkivet
 , ,,"Vestre Landsret, Biblioteket", ,,Forskningsbibliotek,852690,,"Vestre Landsret, Biblioteket"
9000,Aalborg,KUNSTENs Bibliotek & Arkiv,KUNSTENs Bibliotek & Arkiv,Kong Christian Allé 50,,Forskningsbibliotek,852730,,KUNSTENs Bibliotek & Arkiv
6000,Kolding,,"Museet på Koldinghus, Biblioteket",,,Forskningsbibliotek,852750,,"Museet på Koldinghus, Biblioteket"
6000,Kolding,,"Trapholt, Biblioteket","Æblehaven 23
Strandhuse",,Forskningsbibliotek,852760,,"Trapholt, Biblioteket"
3953,"Qeqertarsuaq, Grønland","Arktisk Station, Bibl.","Arktisk Station, Biblioteks Sekretariat",P.O. Box 504,,Forskningsbibliotek,852770,,"Arktisk Station, Biblioteks Sekretariat"
0999,København C,DR Arkiv - Bibliotek,DR Arkiv og Proces - Bibliotek,"DR Byen
Emil Holms Kanal 20",,Forskningsbibliotek,860030,,DR Arkiv - Bibliotek
1240,København K,Folketingets Bibliotek,"Folketingets Bibliotek, Arkiv og Oplysning",Christiansborg,55.6771298,Forskningsbibliotek,860100,12.5804729,"Folketingets Bibliotek, Arkiv og Oplysning"
 , ,,Det Kongelige Danske Videnskabernes Selskab. Biblioteket, ,,Forskningsbibliotek,860110,,"Det Kongelige Danske Videnskabernes Selskab, Biblioteket"
1055,København K,Det Kongelige Teaters Arkiv og,Det Kongelige Teaters Arkiv og Bibliotek,Tordenskjoldsgade 3,,Forskningsbibliotek,860120,,Det Kongelige Teaters Arkiv og Bibliotek
2100,København Ø,,"WHO, Biblioteket",Scherfigsvej 8,,Forskningsbibliotek,860130,,"WHO, Biblioteket"
1360,København K,"Goethe-Institut Bibliothek, De","Goethe-Institut Kopenhagen, Information & Bibliothek","Frederiksborggade 1, 2th",,Forskningsbibliotek,860230,,"Goethe-Institut Kopenhagen, Information & Bibliothek"
1100,København K,Institut Français,"Institut Francais, la Mediathèque","Østergade 18, 1",,Forskningsbibliotek,860240,,"Institut Francais, la Mediathèque"
6400,Sønderborg,"EUCSyd, Mediateket","EUC Syd, Mediateket",Grundtvigs Allé 88,,Forskningsbibliotek,860410,,"EUCSyd, Mediateket"
4200,Slagelse,Selandia CEU,Selandia CEU Biblioteket,Willemoesvej 4,,Forskningsbibliotek,860490,,Selandia Center for Erhvervsrettet Uddannelse Biblioteket
 , ,Frederikshavn Handelsskole og<,Frederikshavn Handelsskole. Biblioteket, ,,Forskningsbibliotek,860520,,"Frederikshavn Handelsskole, Biblioteket"
1004,København K,,EUROPA-Kommissionen. Repræsentation i Danmark. Dokumentationsafdelingen,Østergade 61,,Forskningsbibliotek,860550,,"EUROPA-Kommissionen. Repræsentationi Danmark, Dokumentationsafdelingen"
8800,Viborg,"Mercantec, Mediatek",Mercantec. Biblioteket,H. C. Andersensvej 9,56.465143,Forskningsbibliotek,860570,9.413229,"Mercantec, H.C. Andersensvej"
3400,Hillerød,"ESH Studiecenteret, HTX","Erhvervskolen Nordsjælland, Studiecentret, HTX",Carlsbergvej 34,,Forskningsbibliotek,860750,,"Erhvervskolen Nordsjælland, Studiecentret, HTX"
 , ,,"AARHUS TECH, HTX  Biblioteket", ,,Forskningsbibliotek,860810,,"AARHUS TECH, HTX  Biblioteket"
5230,Odense M,OTG-B Odense,Syddansk Erhvervsskole. Biblioteket OTG,Munkebjergvej 130,55.3809154,Forskningsbibliotek,860830,10.4086351,Syddansk Erhvervsskole. Biblioteket OTG
6000,Kolding,IBC,"IBC, Biblioteket",Tvedvej 7,55.4837451,Forskningsbibliotek,860840,9.4861183,"IBC Kolding, Biblioteket"
7000,Fredericia,IBC Fredericia. Biblioteket,"IBC, Biblioteket",Mosegårdsvej 1,55.539086,Forskningsbibliotek,860841,9.718863,"IBC Fredericia, Biblioteket"
6200,Aabenraa,"IBC Aabenraa, Biblioteket","IBC, Biblioteket",Dronning Margrethes Vej 6-12,55.04342,Forskningsbibliotek,860842,9.41263,"IBC Aabenraa, Biblioteket"
9000,Aalborg,"UCN Biblioteket, Hobrovej","University College Nordjylland, Biblioteket",Hobrovej 85,57.032771,Forskningsbibliotek,860890,9.90931,"University College Nordjylland, Biblioteket, Hobrovej"
9200,Aalborg SV,"UCN Biblioteket, Sofiendal","University College Nordjylland, Biblioteket",Sofiendalsvej 60,57.021055,Forskningsbibliotek,860893,9.885131,"University College Nordjylland, Biblioteket, Sofiendalsvej"
2200,København N,KEA Bibliotek,Københavns Erhvervsakademi Bibliotek,Guldbergsgade 29 N,,Forskningsbibliotek,860900,,Københavns Erhvervsakademi Bibliotek
 , ,,Svendborg Erhvervskoles  Bibliotek, ,,Forskningsbibliotek,860960,,Svendborg Erhvervskoles  Bibliotek
,,,"Horsens Gymnasium, Biblioteket",,,Forskningsbibliotek,860970,,"Horsens Gymnasium, Biblioteket"
2635,Ishøj,"NEXT, Biblioteket Ishøj","NEXT, UDDANNELSE KØBENHAVN, Biblioteket",Vejlebrovej 65,,Forskningsbibliotek,860980,,"NEXT, UDDANNELSE KØBENHAVN, Biblioteket Ishøj"
1119,København K,Cphbusiness,Cphbusiness Bibliotekerne,Copenhagen Business Academy,,Forskningsbibliotek,860990,,Cphbusiness Lyngby Bibliotek
1119,København K.,Cphcity,Cphbusiness Bibliotekerne,Landemærket 11,,Forskningsbibliotek,860992,,Cphbusiness City Biblioteket
8800,Viborg,"mercantec, Vinkelvej",Mercantec. Biblioteket,Vinkelvej 20,,Forskningsbibliotek,861000,,"Mercantec, Vinkelvej"
 , ,,"Nyborg-Kerteminde Handelsskole, Biblioteket", ,,Forskningsbibliotek,861010,,"Nyborg-Kerteminde Handelsskole, Biblioteket"
7000,Fredericia,,"EUC  Lillebælt, Biblioteket",Teknikervej 2,,Forskningsbibliotek,861030,,"Fredericia-Middelfart TekniskeSkole, Biblioteket"
4700,Næstved,ZBC,"Zealand Business College, Biblioteket",Handelsskolevej 3,,Forskningsbibliotek,861060,,"Zealand Business College, Biblioteket"
4760,Vordingborg,Vordingborg Gymnasium & HF,"Vordingborg Gymnasium & HF, Biblioteket",Chr. Richardtsvej 45,,Forskningsbibliotek,861110,,"Vordingborg Gymnasium & HF, Biblioteket"
4800,Nykøbing F.,CELF,CELF. Center for Erhvervsrettede Uddannelser Lolland Falster. Biblioteket,Kringelborg Allé 7,54.759583,Forskningsbibliotek,861130,11.898277,"CELF, Biblioteket Kringelborg"
1120,København K,Social- og Sundhedsskolen,"SOPU. Sundhed, omsorg, pædagosik. København & Nordsjælland. Biblioteket",Vognmagergade 8,,Forskningsbibliotek,861150,,"SOPU. Sundhed, omsorg, pædagosik. København & Nordsjælland. Biblioteket"
8260,Viby J,EAAA Sønderhøj,"Erhvervsakademi Aarhus, biblioteket",Sønderhøj 30,,Forskningsbibliotek,861160,,"Erhvervsakademi Aarhus, biblioteket Sønderhøj"
6700,Esbjerg,Esbjerg Handelsskole,"Rybners, Biblioteket",Grådybparken 11,55.4802429,Forskningsbibliotek,861170,8.4336222,"Rybners, Biblioteket"
5250,Odense SV,Social- og Sundhedsskolen Fyn,"Social- og Sundhedsskolen Fyn,  Odense Syd, Biblioteket",Athenevænget 4,,Forskningsbibliotek,861190,,"Social- og Sundhedsskolen Fyn,  Odense Syd, Biblioteket"
4300,Holbæk,EUCs Bibliotek,"EUC Nordvestsjælland, Biblioteket",Slotshaven 1,,Forskningsbibliotek,861260,,"EUC Nordvestsjælland, Biblioteket"
9500,Hobro,"Tradium, Kirketoften","Tradium, Biblioteket",Kirketoften 7,,Forskningsbibliotek,861280,,"Tradium, Biblioteket"
8960,Randers SØ,"Tradium, Biblioteket","Tradium, Biblioteket",Minervavej 63,,Forskningsbibliotek,861281,,"Tradium, Biblioteket, Minervavej 63"
